round,accuracy
1,0.43333333333333335
2,0.675
3,0.8416666666666667
4,0.8166666666666667
5,0.8
6,0.8
7,0.8
8,0.8166666666666667
9,0.7916666666666666
10,0.8583333333333333
11,0.825
12,0.8083333333333333
13,0.8416666666666667
14,0.825
15,0.775
16,0.6916666666666667
17,0.85
18,0.8666666666666667
19,0.8166666666666667
20,0.85
21,0.8083333333333333
22,0.8083333333333333
23,0.675
24,0.7833333333333333
25,0.8583333333333333
26,0.8666666666666667
27,0.775
28,0.8666666666666667
29,0.85
30,0.8083333333333333
31,0.6083333333333333
32,0.875
33,0.875
34,0.7666666666666667
35,0.7833333333333333
36,0.875
37,0.8083333333333333
38,0.7916666666666666
39,0.8166666666666667
40,0.8416666666666667
41,0.8666666666666667
42,0.8
43,0.75
44,0.875
45,0.8833333333333333
46,0.8833333333333333
47,0.8416666666666667
48,0.875
49,0.8583333333333333
50,0.9
51,0.8416666666666667
52,0.85
53,0.8166666666666667
54,0.8333333333333334
55,0.85
56,0.825
57,0.8833333333333333
58,0.825
59,0.8583333333333333
60,0.85
61,0.875
62,0.9
63,0.8666666666666667
64,0.8583333333333333
65,0.8833333333333333
66,0.8666666666666667
67,0.8916666666666667
68,0.8916666666666667
69,0.875
70,0.8666666666666667
71,0.9
72,0.8833333333333333
73,0.8666666666666667
74,0.85
75,0.8833333333333333
76,0.9
77,0.8333333333333334
78,0.8416666666666667
79,0.8833333333333333
80,0.8583333333333333
81,0.8916666666666667
82,0.8833333333333333
83,0.8833333333333333
84,0.8416666666666667
85,0.85
86,0.8666666666666667
87,0.8583333333333333
88,0.8583333333333333
89,0.8833333333333333
90,0.8666666666666667
91,0.8916666666666667
92,0.85
93,0.8833333333333333
94,0.875
95,0.875
96,0.8833333333333333
97,0.8666666666666667
98,0.8666666666666667
99,0.8583333333333333
100,0.875
