round,accuracy
1,0.5333333333333333
2,0.6666666666666666
3,0.7666666666666667
4,0.725
5,0.8166666666666667
6,0.8166666666666667
7,0.7666666666666667
8,0.7666666666666667
9,0.7833333333333333
10,0.8166666666666667
11,0.7083333333333334
12,0.8166666666666667
13,0.7833333333333333
14,0.7916666666666666
15,0.775
16,0.6916666666666667
17,0.8333333333333334
18,0.8166666666666667
19,0.7833333333333333
20,0.8166666666666667
21,0.8166666666666667
22,0.7166666666666667
23,0.7333333333333333
24,0.7166666666666667
25,0.7916666666666666
26,0.8333333333333334
27,0.725
28,0.8333333333333334
29,0.8333333333333334
30,0.7416666666666667
31,0.6
32,0.8
33,0.8083333333333333
34,0.7
35,0.7916666666666666
36,0.7916666666666666
37,0.7666666666666667
38,0.725
39,0.7416666666666667
40,0.7916666666666666
41,0.8083333333333333
42,0.775
43,0.7916666666666666
44,0.7666666666666667
45,0.8166666666666667
46,0.825
47,0.8166666666666667
48,0.8333333333333334
49,0.8333333333333334
50,0.8166666666666667
51,0.8083333333333333
52,0.85
53,0.8
54,0.8083333333333333
55,0.7916666666666666
56,0.8166666666666667
57,0.825
58,0.8083333333333333
59,0.825
60,0.8166666666666667
61,0.85
62,0.8333333333333334
63,0.8166666666666667
64,0.8083333333333333
65,0.8333333333333334
66,0.8166666666666667
67,0.8
68,0.8666666666666667
69,0.8416666666666667
70,0.8416666666666667
71,0.8083333333333333
72,0.7833333333333333
73,0.8333333333333334
74,0.8083333333333333
75,0.8166666666666667
76,0.8333333333333334
77,0.7916666666666666
78,0.7916666666666666
79,0.8
80,0.8166666666666667
81,0.8083333333333333
82,0.7833333333333333
83,0.8166666666666667
84,0.775
85,0.8166666666666667
86,0.8333333333333334
87,0.8416666666666667
88,0.8
89,0.7916666666666666
90,0.85
91,0.8166666666666667
92,0.8333333333333334
93,0.8166666666666667
94,0.825
95,0.8083333333333333
96,0.825
97,0.825
98,0.8166666666666667
99,0.8333333333333334
100,0.8333333333333334
