round,accuracy
1,0.4666666666666667
2,0.7333333333333333
3,0.7583333333333333
4,0.7583333333333333
5,0.7916666666666666
6,0.7583333333333333
7,0.7666666666666667
8,0.7583333333333333
9,0.775
10,0.7833333333333333
11,0.75
12,0.775
13,0.8583333333333333
14,0.8
15,0.7
16,0.6083333333333333
17,0.8166666666666667
18,0.7833333333333333
19,0.8
20,0.8083333333333333
21,0.8166666666666667
22,0.7916666666666666
23,0.6916666666666667
24,0.7083333333333334
25,0.8833333333333333
26,0.8333333333333334
27,0.7666666666666667
28,0.8416666666666667
29,0.8416666666666667
30,0.8166666666666667
31,0.625
32,0.825
33,0.825
34,0.7666666666666667
35,0.7833333333333333
36,0.8083333333333333
37,0.7916666666666666
38,0.725
39,0.7583333333333333
40,0.825
41,0.825
42,0.7583333333333333
43,0.7666666666666667
44,0.7916666666666666
45,0.8333333333333334
46,0.8083333333333333
47,0.8583333333333333
48,0.8333333333333334
49,0.8916666666666667
50,0.8583333333333333
51,0.8416666666666667
52,0.8333333333333334
53,0.8416666666666667
54,0.8416666666666667
55,0.8666666666666667
56,0.8333333333333334
57,0.875
58,0.8666666666666667
59,0.8833333333333333
60,0.8916666666666667
61,0.8083333333333333
62,0.8166666666666667
63,0.7916666666666666
64,0.8
65,0.8666666666666667
66,0.8416666666666667
67,0.8416666666666667
68,0.8333333333333334
69,0.8416666666666667
70,0.85
71,0.8583333333333333
72,0.8583333333333333
73,0.8416666666666667
74,0.875
75,0.8333333333333334
76,0.85
77,0.8333333333333334
78,0.825
79,0.825
80,0.875
81,0.8666666666666667
82,0.8333333333333334
83,0.8666666666666667
84,0.7916666666666666
85,0.8583333333333333
86,0.8333333333333334
87,0.8416666666666667
88,0.8583333333333333
89,0.8333333333333334
90,0.8416666666666667
91,0.825
92,0.875
93,0.85
94,0.8583333333333333
95,0.8416666666666667
96,0.85
97,0.8583333333333333
98,0.85
99,0.85
100,0.85
