round,accuracy
1,0.43333333333333335
2,0.7083333333333334
3,0.8
4,0.75
5,0.8083333333333333
6,0.7666666666666667
7,0.775
8,0.8166666666666667
9,0.75
10,0.8333333333333334
11,0.8583333333333333
12,0.8083333333333333
13,0.8416666666666667
14,0.8
15,0.7833333333333333
16,0.65
17,0.8916666666666667
18,0.8083333333333333
19,0.8
20,0.825
21,0.8333333333333334
22,0.7583333333333333
23,0.7166666666666667
24,0.7416666666666667
25,0.825
26,0.85
27,0.8333333333333334
28,0.8166666666666667
29,0.8583333333333333
30,0.8083333333333333
31,0.5583333333333333
32,0.8166666666666667
33,0.85
34,0.7416666666666667
35,0.7833333333333333
36,0.7916666666666666
37,0.7916666666666666
38,0.775
39,0.8083333333333333
40,0.875
41,0.825
42,0.8083333333333333
43,0.7416666666666667
44,0.825
45,0.8583333333333333
46,0.85
47,0.8166666666666667
48,0.825
49,0.85
50,0.8416666666666667
51,0.8666666666666667
52,0.8333333333333334
53,0.8416666666666667
54,0.8333333333333334
55,0.8416666666666667
56,0.8333333333333334
57,0.8416666666666667
58,0.8333333333333334
59,0.85
60,0.825
61,0.8666666666666667
62,0.875
63,0.8583333333333333
64,0.8666666666666667
65,0.8666666666666667
66,0.8416666666666667
67,0.8333333333333334
68,0.875
69,0.8583333333333333
70,0.8416666666666667
71,0.8333333333333334
72,0.8416666666666667
73,0.8666666666666667
74,0.8666666666666667
75,0.8416666666666667
76,0.8416666666666667
77,0.8666666666666667
78,0.8583333333333333
79,0.8666666666666667
80,0.875
81,0.8583333333333333
82,0.8666666666666667
83,0.825
84,0.8583333333333333
85,0.8583333333333333
86,0.8333333333333334
87,0.85
88,0.8333333333333334
89,0.85
90,0.8666666666666667
91,0.85
92,0.875
93,0.875
94,0.8583333333333333
95,0.8583333333333333
96,0.8583333333333333
97,0.85
98,0.8583333333333333
99,0.8666666666666667
100,0.85
