operation,time
transmission,2.326936960220337
transmission,0.02266097068786621
transmission,0.022721052169799805
transmission,0.022888898849487305
transmission,0.022997379302978516
transmission,0.022957563400268555
transmission,0.022602319717407227
transmission,0.023250341415405273
transmission,0.022769927978515625
transmission,0.026325225830078125
transmission,0.022729873657226562
transmission,0.024135351181030273
transmission,0.022579193115234375
transmission,0.022562265396118164
transmission,0.022943735122680664
transmission,0.02289891242980957
transmission,0.02488231658935547
transmission,0.023662567138671875
transmission,0.023131132125854492
transmission,0.02301168441772461
transmission,0.022848844528198242
transmission,0.023779869079589844
transmission,0.023057937622070312
transmission,0.023859024047851562
transmission,0.02288341522216797
transmission,0.023211002349853516
transmission,0.022708415985107422
transmission,0.023050308227539062
transmission,0.023049116134643555
transmission,0.022623538970947266
transmission,0.023865938186645508
transmission,0.023125886917114258
transmission,0.02288079261779785
transmission,0.02279376983642578
transmission,0.02303600311279297
transmission,0.02341294288635254
transmission,0.02275252342224121
transmission,0.022999286651611328
transmission,0.022656679153442383
transmission,0.02336907386779785
transmission,0.02236652374267578
transmission,0.02302408218383789
transmission,0.023151159286499023
transmission,0.022627830505371094
transmission,0.024507999420166016
transmission,0.023145437240600586
transmission,0.023157596588134766
transmission,0.022498607635498047
transmission,0.022491931915283203
transmission,0.022831201553344727
transmission,0.02271437644958496
transmission,0.02454686164855957
transmission,0.022803544998168945
transmission,0.022835254669189453
transmission,0.02292656898498535
transmission,0.022582530975341797
transmission,0.023069143295288086
transmission,0.022950172424316406
transmission,0.022567272186279297
transmission,0.02278757095336914
transmission,0.02293562889099121
transmission,0.02282094955444336
transmission,0.02334737777709961
transmission,0.022860050201416016
transmission,0.022616863250732422
transmission,0.022708892822265625
transmission,0.02295851707458496
transmission,0.023516178131103516
transmission,0.02319025993347168
transmission,0.025568485260009766
transmission,0.027882099151611328
transmission,0.022791385650634766
transmission,0.022680044174194336
transmission,0.022609949111938477
transmission,0.023706436157226562
transmission,0.02259373664855957
transmission,0.02274489402770996
transmission,0.02327871322631836
transmission,0.022538185119628906
transmission,0.02271127700805664
transmission,0.022589921951293945
transmission,0.023127317428588867
transmission,0.02293872833251953
transmission,0.02318716049194336
transmission,0.023091554641723633
transmission,0.023466825485229492
transmission,0.023270368576049805
transmission,0.022692441940307617
transmission,0.022876501083374023
transmission,0.022525310516357422
transmission,0.02257084846496582
transmission,0.023095130920410156
transmission,0.023183584213256836
transmission,0.02315211296081543
transmission,0.02272963523864746
transmission,0.023237228393554688
transmission,0.022799015045166016
transmission,0.023720502853393555
transmission,0.023120403289794922
transmission,0.023229360580444336
quantization,0.0067098140716552734
quantization,0.0022618770599365234
quantization,0.06272363662719727
quantization,0.002925395965576172
quantization,1.2161896228790283
quantization,0.005937337875366211
quantization,0.25362706184387207
quantization,0.004693746566772461
quantization,0.023623943328857422
quantization,0.0026290416717529297
quantization,0.0068209171295166016
quantization,0.0022170543670654297
quantization,0.062088966369628906
quantization,0.002905130386352539
quantization,1.207984209060669
quantization,0.005944490432739258
quantization,0.2513694763183594
quantization,0.0046977996826171875
quantization,0.0238034725189209
quantization,0.002485036849975586
quantization,0.006799221038818359
quantization,0.0022580623626708984
quantization,0.06153559684753418
quantization,0.0029010772705078125
quantization,1.205979585647583
quantization,0.005892515182495117
quantization,0.25193119049072266
quantization,0.0046901702880859375
quantization,0.023688077926635742
quantization,0.002529621124267578
quantization,0.0067942142486572266
quantization,0.0022230148315429688
quantization,0.060453176498413086
quantization,0.0029959678649902344
quantization,1.1922037601470947
quantization,0.005842924118041992
quantization,0.25254034996032715
quantization,0.004706144332885742
quantization,0.023746252059936523
quantization,0.0025298595428466797
quantization,0.006783008575439453
quantization,0.0022318363189697266
quantization,0.06098031997680664
quantization,0.0029833316802978516
quantization,1.1916191577911377
quantization,0.00593256950378418
quantization,0.25342631340026855
quantization,0.004729509353637695
quantization,0.023818492889404297
quantization,0.002568483352661133
quantization,0.006794929504394531
quantization,0.002232074737548828
quantization,0.060765981674194336
quantization,0.003903627395629883
quantization,1.1899139881134033
quantization,0.00591731071472168
quantization,0.25422239303588867
quantization,0.0047152042388916016
quantization,0.02385091781616211
quantization,0.0026895999908447266
quantization,0.006798982620239258
quantization,0.0022275447845458984
quantization,0.06069350242614746
quantization,0.0029840469360351562
quantization,1.1919784545898438
quantization,0.00601506233215332
quantization,0.2526066303253174
quantization,0.004667520523071289
quantization,0.02376413345336914
quantization,0.0027201175689697266
quantization,0.006799221038818359
quantization,0.0022280216217041016
quantization,0.06090497970581055
quantization,0.003023386001586914
quantization,1.1925055980682373
quantization,0.005831241607666016
quantization,0.25235795974731445
quantization,0.004704475402832031
quantization,0.023920536041259766
quantization,0.002752542495727539
quantization,0.0068128108978271484
quantization,0.002225637435913086
quantization,0.06084084510803223
quantization,0.0029838085174560547
quantization,1.1929683685302734
quantization,0.005892276763916016
quantization,0.25315141677856445
quantization,0.004692554473876953
quantization,0.02362847328186035
quantization,0.0026793479919433594
quantization,0.0067942142486572266
quantization,0.0022296905517578125
quantization,0.060890913009643555
quantization,0.0029859542846679688
quantization,1.1924211978912354
quantization,0.005837917327880859
quantization,0.2538156509399414
quantization,0.0046863555908203125
quantization,0.02387833595275879
quantization,0.002605915069580078
quantization,0.006829738616943359
quantization,0.002226591110229492
quantization,0.06071043014526367
quantization,0.003002643585205078
quantization,1.1893646717071533
quantization,0.0059201717376708984
quantization,0.2516934871673584
quantization,0.004662752151489258
quantization,0.02366328239440918
quantization,0.00260162353515625
quantization,0.006757974624633789
quantization,0.002240896224975586
quantization,0.060347557067871094
quantization,0.0029511451721191406
quantization,1.185744285583496
quantization,0.005879878997802734
quantization,0.25145888328552246
quantization,0.004684925079345703
quantization,0.023586034774780273
quantization,0.0025718212127685547
quantization,0.0067365169525146484
quantization,0.002216815948486328
quantization,0.06050276756286621
quantization,0.002986907958984375
quantization,1.1845684051513672
quantization,0.005938291549682617
quantization,0.25069189071655273
quantization,0.004686117172241211
quantization,0.023745059967041016
