round,accuracy
1,0.475
2,0.5583333333333333
3,0.5583333333333333
4,0.6666666666666666
5,0.5083333333333333
6,0.8416666666666667
7,0.8166666666666667
8,0.8
9,0.8416666666666667
10,0.8
11,0.8333333333333334
12,0.8333333333333334
13,0.8416666666666667
14,0.825
15,0.8
16,0.8083333333333333
17,0.8416666666666667
18,0.8583333333333333
19,0.825
20,0.8333333333333334
21,0.7916666666666666
22,0.8333333333333334
23,0.775
24,0.8083333333333333
25,0.8416666666666667
26,0.8416666666666667
27,0.8333333333333334
28,0.8416666666666667
29,0.8666666666666667
30,0.775
31,0.8416666666666667
32,0.85
33,0.85
34,0.825
35,0.8
36,0.8333333333333334
37,0.8083333333333333
38,0.8583333333333333
39,0.875
40,0.8416666666666667
41,0.8416666666666667
42,0.825
43,0.8416666666666667
44,0.8666666666666667
45,0.8666666666666667
46,0.875
47,0.8
48,0.85
49,0.825
50,0.8416666666666667
51,0.8666666666666667
52,0.85
53,0.8
54,0.8416666666666667
55,0.8166666666666667
56,0.8333333333333334
57,0.8583333333333333
58,0.7916666666666666
59,0.8333333333333334
60,0.8083333333333333
61,0.825
62,0.875
63,0.8
64,0.8416666666666667
65,0.8416666666666667
66,0.825
67,0.85
68,0.875
69,0.8666666666666667
70,0.8666666666666667
71,0.8583333333333333
72,0.8416666666666667
73,0.8666666666666667
74,0.8166666666666667
75,0.8583333333333333
76,0.8666666666666667
77,0.8583333333333333
78,0.8333333333333334
79,0.875
80,0.8416666666666667
81,0.8833333333333333
82,0.8416666666666667
83,0.8333333333333334
84,0.875
85,0.8916666666666667
86,0.8333333333333334
87,0.85
88,0.8416666666666667
89,0.8666666666666667
90,0.8666666666666667
91,0.875
92,0.8833333333333333
93,0.8583333333333333
94,0.8666666666666667
95,0.8666666666666667
96,0.875
97,0.875
98,0.8666666666666667
99,0.8666666666666667
100,0.8583333333333333
