operation,round,time
train,1,8.609613180160522
train,2,5.411255836486816
train,3,5.331171989440918
train,4,5.322739601135254
train,5,5.210036516189575
train,6,5.340365886688232
train,7,5.332451343536377
train,8,5.435912132263184
train,9,5.358182430267334
train,10,5.389150381088257
train,11,5.407270908355713
train,12,5.312743425369263
train,13,5.418659925460815
train,14,5.390345096588135
train,15,5.355058908462524
train,16,5.5139689445495605
train,17,5.374923944473267
train,18,5.373022079467773
train,19,5.295805931091309
train,20,5.320456266403198
train,21,5.2920966148376465
train,22,5.331649541854858
train,23,5.279125928878784
train,24,5.29040265083313
train,25,5.237211465835571
train,26,5.226003408432007
train,27,5.380137920379639
train,28,5.167805433273315
train,29,5.455034255981445
train,30,5.3897974491119385
train,31,5.297042608261108
train,32,5.3316802978515625
train,33,5.328763961791992
train,34,5.284830570220947
train,35,5.266686677932739
train,36,5.472718954086304
train,37,5.359877347946167
train,38,5.342293739318848
train,39,5.236125707626343
train,40,5.376797914505005
train,41,5.309267044067383
train,42,5.327062368392944
train,43,5.33409857749939
train,44,5.292186737060547
train,45,5.29555082321167
train,46,5.322878360748291
train,47,5.41689658164978
train,48,5.376098155975342
train,49,5.300648927688599
train,50,5.259869337081909
train,51,5.404644012451172
train,52,5.367247104644775
train,53,5.376502752304077
train,54,5.287629842758179
train,55,5.334306955337524
train,56,5.286710977554321
train,57,5.242610454559326
train,58,5.309713840484619
train,59,5.397202014923096
train,60,5.4461610317230225
train,61,5.358477592468262
train,62,5.266555309295654
train,63,5.365180253982544
train,64,5.325120449066162
train,65,5.3854382038116455
train,66,5.350225210189819
train,67,5.312972545623779
train,68,5.373184442520142
train,69,5.4406578540802
train,70,5.381423473358154
train,71,5.318577766418457
train,72,5.314528703689575
train,73,5.355798006057739
train,74,5.297995328903198
train,75,5.349817276000977
train,76,5.424687623977661
train,77,5.3815929889678955
train,78,5.308934211730957
train,79,5.223985910415649
train,80,5.320195198059082
train,81,5.339968204498291
train,82,5.308351993560791
train,83,5.334609031677246
train,84,5.501824378967285
train,85,5.2262232303619385
train,86,5.338311433792114
train,87,5.337563514709473
train,88,5.339178562164307
train,89,5.387058734893799
train,90,5.411668300628662
train,91,5.3826518058776855
train,92,5.3555896282196045
train,93,5.311957120895386
train,94,5.3297107219696045
train,95,5.319397449493408
train,96,5.437959671020508
train,97,5.269131898880005
train,98,5.3931615352630615
train,99,5.3532350063323975
train,100,5.252264022827148
evaluate,1,0.20920777320861816
evaluate,2,0.1506807804107666
evaluate,3,0.1487112045288086
evaluate,4,0.12943220138549805
evaluate,5,0.15526652336120605
evaluate,6,0.1511087417602539
evaluate,7,0.06282186508178711
evaluate,8,0.15419244766235352
evaluate,9,0.1467442512512207
evaluate,10,0.1395728588104248
evaluate,11,0.1235053539276123
evaluate,12,0.13246536254882812
evaluate,13,0.15451455116271973
evaluate,14,0.14539432525634766
evaluate,15,0.15227079391479492
evaluate,16,0.15581178665161133
evaluate,17,0.13048434257507324
evaluate,18,0.14027619361877441
evaluate,19,0.18262314796447754
evaluate,20,0.13239073753356934
evaluate,21,0.15009498596191406
