round,accuracy
1,0.49166666666666664
2,0.5416666666666666
3,0.55
4,0.6
5,0.525
6,0.7416666666666667
7,0.7833333333333333
8,0.7666666666666667
9,0.7666666666666667
10,0.8
11,0.7833333333333333
12,0.85
13,0.8166666666666667
14,0.8083333333333333
15,0.85
16,0.8
17,0.825
18,0.8083333333333333
19,0.7916666666666666
20,0.825
21,0.8416666666666667
22,0.8333333333333334
23,0.8416666666666667
24,0.8583333333333333
25,0.8333333333333334
26,0.825
27,0.8416666666666667
28,0.8583333333333333
29,0.875
30,0.8666666666666667
31,0.8333333333333334
32,0.8833333333333333
33,0.8833333333333333
34,0.825
35,0.875
36,0.8416666666666667
37,0.8583333333333333
38,0.875
39,0.8833333333333333
40,0.8083333333333333
41,0.85
42,0.8833333333333333
43,0.8583333333333333
44,0.9083333333333333
45,0.85
46,0.85
47,0.8666666666666667
48,0.8666666666666667
49,0.8666666666666667
50,0.8416666666666667
51,0.8583333333333333
52,0.8833333333333333
53,0.85
54,0.8583333333333333
55,0.8583333333333333
56,0.8666666666666667
57,0.8166666666666667
58,0.85
59,0.85
60,0.8583333333333333
61,0.825
62,0.8583333333333333
63,0.8666666666666667
64,0.8916666666666667
65,0.8583333333333333
66,0.8833333333333333
67,0.9
68,0.85
69,0.875
70,0.8833333333333333
71,0.8916666666666667
72,0.8416666666666667
73,0.8833333333333333
74,0.875
75,0.875
76,0.875
77,0.875
78,0.8916666666666667
79,0.8916666666666667
80,0.875
81,0.85
82,0.875
83,0.8833333333333333
84,0.875
85,0.875
86,0.875
87,0.875
88,0.8666666666666667
89,0.8916666666666667
90,0.9083333333333333
91,0.9
92,0.875
93,0.9
94,0.8916666666666667
95,0.8833333333333333
96,0.8916666666666667
97,0.8916666666666667
98,0.8916666666666667
99,0.8916666666666667
100,0.8916666666666667
