round,accuracy
1,0.4666666666666667
2,0.575
3,0.6083333333333333
4,0.7583333333333333
5,0.5166666666666667
6,0.8333333333333334
7,0.8666666666666667
8,0.8166666666666667
9,0.8166666666666667
10,0.775
11,0.8583333333333333
12,0.8416666666666667
13,0.8916666666666667
14,0.8
15,0.875
16,0.875
17,0.8666666666666667
18,0.875
19,0.8416666666666667
20,0.8916666666666667
21,0.8333333333333334
22,0.8833333333333333
23,0.8666666666666667
24,0.8833333333333333
25,0.8583333333333333
26,0.9166666666666666
27,0.875
28,0.8916666666666667
29,0.8916666666666667
30,0.85
31,0.8833333333333333
32,0.9333333333333333
33,0.9166666666666666
34,0.875
35,0.8833333333333333
36,0.9083333333333333
37,0.8833333333333333
38,0.8583333333333333
39,0.9
40,0.8916666666666667
41,0.8583333333333333
42,0.8666666666666667
43,0.875
44,0.9083333333333333
45,0.875
46,0.875
47,0.875
48,0.875
49,0.9
50,0.9
51,0.85
52,0.825
53,0.8916666666666667
54,0.8833333333333333
55,0.8833333333333333
56,0.8916666666666667
57,0.8916666666666667
58,0.8916666666666667
59,0.8666666666666667
60,0.85
61,0.9083333333333333
62,0.9
63,0.875
64,0.8666666666666667
65,0.8666666666666667
66,0.875
67,0.9083333333333333
68,0.8833333333333333
69,0.8833333333333333
70,0.8666666666666667
71,0.9
72,0.9
73,0.9083333333333333
74,0.8833333333333333
75,0.8833333333333333
76,0.8833333333333333
77,0.875
78,0.8833333333333333
79,0.8833333333333333
80,0.9
81,0.875
82,0.8666666666666667
83,0.9
84,0.9083333333333333
85,0.9
86,0.875
87,0.875
88,0.875
89,0.8916666666666667
90,0.9
91,0.8833333333333333
92,0.8916666666666667
93,0.8833333333333333
94,0.8833333333333333
95,0.9
96,0.8916666666666667
97,0.9083333333333333
98,0.9083333333333333
99,0.9
100,0.9083333333333333
