operation,round,time
train,1,6.507344961166382
train,2,6.094863414764404
train,3,6.17420768737793
train,4,6.144208908081055
train,5,6.208422899246216
train,6,6.219740867614746
train,7,6.11824893951416
train,8,6.198745012283325
train,9,6.173121929168701
train,10,6.218001365661621
train,11,6.173530101776123
train,12,6.14205002784729
train,13,6.126634120941162
train,14,6.093949317932129
train,15,6.143782377243042
train,16,6.198347330093384
train,17,6.231350898742676
train,18,6.166277170181274
train,19,6.183536052703857
train,20,6.113492965698242
train,21,6.22969913482666
train,22,6.148992538452148
train,23,6.160698890686035
train,24,6.099097490310669
train,25,6.239989280700684
train,26,6.05005145072937
train,27,6.13057017326355
train,28,6.175932168960571
train,29,6.190439462661743
train,30,6.149512529373169
train,31,6.173952102661133
train,32,6.150427341461182
train,33,6.163480043411255
train,34,6.215191602706909
train,35,6.109011173248291
train,36,6.126060485839844
train,37,6.149832248687744
train,38,6.197626113891602
train,39,6.175689697265625
train,40,6.234825611114502
train,41,6.171783447265625
train,42,6.127383708953857
train,43,6.135674953460693
train,44,6.191411018371582
train,45,6.159041881561279
train,46,6.179339647293091
train,47,6.074742794036865
train,48,6.194774627685547
train,49,6.152574777603149
train,50,6.15961766242981
train,51,6.073187828063965
train,52,6.096758842468262
train,53,6.207152843475342
train,54,6.245677471160889
train,55,6.138630628585815
train,56,6.20753288269043
train,57,6.149362087249756
train,58,6.080757141113281
train,59,6.140573978424072
train,60,6.15856671333313
train,61,6.133563041687012
train,62,6.143016815185547
train,63,6.120658874511719
train,64,6.211551904678345
train,65,6.1473963260650635
train,66,6.196882009506226
train,67,6.207125186920166
train,68,6.083728790283203
train,69,6.0774006843566895
train,70,6.160097599029541
train,71,6.16817569732666
train,72,6.2124269008636475
train,73,6.23381233215332
train,74,6.132015228271484
train,75,6.1398115158081055
train,76,6.195973634719849
train,77,6.12126350402832
train,78,6.137808084487915
train,79,6.225770950317383
train,80,6.1263978481292725
train,81,6.194690942764282
train,82,6.2524025440216064
train,83,6.191956043243408
train,84,6.205020427703857
train,85,6.244600057601929
train,86,6.185667037963867
train,87,6.026155710220337
train,88,6.1409289836883545
train,89,6.200362920761108
train,90,6.162120580673218
train,91,6.086946249008179
train,92,6.27051305770874
train,93,6.089856386184692
train,94,6.198292970657349
train,95,6.134763717651367
train,96,6.272494792938232
train,97,6.154731512069702
train,98,6.097660779953003
train,99,6.124778985977173
evaluate,1,2.4739723205566406
evaluate,2,0.16417765617370605
evaluate,3,0.15681695938110352
evaluate,4,0.16027450561523438
evaluate,5,0.15606021881103516
evaluate,6,0.16083312034606934
evaluate,7,0.15725350379943848
evaluate,8,0.15475058555603027
evaluate,9,0.15132904052734375
evaluate,10,0.1613759994506836
evaluate,11,0.1437075138092041
evaluate,12,0.1608283519744873
evaluate,13,0.13890290260314941
evaluate,14,0.159088134765625
evaluate,15,0.15479135513305664
evaluate,16,0.05209517478942871
evaluate,17,0.15660929679870605
evaluate,18,0.1553785800933838
evaluate,19,0.15671467781066895
evaluate,20,0.15334486961364746
evaluate,21,0.15611505508422852
evaluate,22,0.1607816219329834
evaluate,23,0.13866162300109863
evaluate,24,0.1613600254058838
evaluate,25,0.15725040435791016
evaluate,26,0.1567521095275879
evaluate,27,0.15659523010253906
evaluate,28,0.14906907081604004
evaluate,29,0.15597295761108398
evaluate,30,0.1516284942626953
evaluate,31,0.09501147270202637
evaluate,32,0.15180063247680664
evaluate,33,0.1575639247894287
evaluate,34,0.1546940803527832
evaluate,35,0.155900239944458
evaluate,36,0.15988874435424805
evaluate,37,0.1543130874633789
evaluate,38,0.15570592880249023
evaluate,39,0.14998149871826172
evaluate,40,0.1051948070526123
evaluate,41,0.14998364448547363
evaluate,42,0.15306305885314941
evaluate,43,0.15319061279296875
evaluate,44,0.1579437255859375
evaluate,45,0.09909558296203613
evaluate,46,0.1558232307434082
evaluate,47,0.16302132606506348
evaluate,48,0.1521015167236328
evaluate,49,0.12200188636779785
evaluate,50,0.13657402992248535
evaluate,51,0.15384721755981445
evaluate,52,0.1529839038848877
evaluate,53,0.13831686973571777
evaluate,54,0.15497303009033203
evaluate,55,0.15454864501953125
evaluate,56,0.13637328147888184
evaluate,57,0.15334558486938477
evaluate,58,0.155836820602417
evaluate,59,0.14064860343933105
evaluate,60,0.15262508392333984
evaluate,61,0.16018199920654297
evaluate,62,0.15381455421447754
evaluate,63,0.15555572509765625
evaluate,64,0.1508042812347412
evaluate,65,0.157135009765625
evaluate,66,0.15526628494262695
evaluate,67,0.13875818252563477
evaluate,68,0.1524055004119873
evaluate,69,0.15766024589538574
evaluate,70,0.1532270908355713
evaluate,71,0.06011557579040527
evaluate,72,0.06940817832946777
evaluate,73,0.1578993797302246
evaluate,74,0.1501758098602295
evaluate,75,0.15280985832214355
evaluate,76,0.14751172065734863
evaluate,77,0.1527395248413086
evaluate,78,0.0854647159576416
evaluate,79,0.15399432182312012
evaluate,80,0.11802840232849121
evaluate,81,0.15600204467773438
evaluate,82,0.15926861763000488
evaluate,83,0.15016627311706543
evaluate,84,0.14754009246826172
evaluate,85,0.1043405532836914
evaluate,86,0.15495657920837402
evaluate,87,0.1531829833984375
evaluate,88,0.1381080150604248
evaluate,89,0.15769720077514648
evaluate,90,0.1564924716949463
evaluate,91,0.15006351470947266
evaluate,92,0.15369582176208496
evaluate,93,0.15510916709899902
evaluate,94,0.13965058326721191
evaluate,95,0.15646648406982422
evaluate,96,0.15624666213989258
evaluate,97,0.14388751983642578
evaluate,98,0.15374493598937988
evaluate,99,0.1552586555480957
evaluate,100,0.15448355674743652
