round,accuracy
1,0.6166666666666667
2,0.7416666666666667
3,0.7916666666666666
4,0.7333333333333333
5,0.775
6,0.85
7,0.775
8,0.85
9,0.8333333333333334
10,0.8333333333333334
11,0.8583333333333333
12,0.825
13,0.8333333333333334
14,0.85
15,0.8833333333333333
16,0.825
17,0.8166666666666667
18,0.8416666666666667
19,0.8583333333333333
20,0.8666666666666667
21,0.8833333333333333
22,0.8583333333333333
23,0.8666666666666667
24,0.825
25,0.8833333333333333
26,0.8666666666666667
27,0.9083333333333333
28,0.85
29,0.875
30,0.8166666666666667
31,0.8083333333333333
32,0.8666666666666667
33,0.8583333333333333
34,0.85
35,0.8333333333333334
36,0.8666666666666667
37,0.8333333333333334
38,0.9
39,0.85
40,0.8666666666666667
41,0.8333333333333334
42,0.8666666666666667
43,0.85
44,0.8583333333333333
45,0.85
46,0.8833333333333333
47,0.8916666666666667
48,0.9166666666666666
49,0.8333333333333334
50,0.8833333333333333
51,0.85
52,0.875
53,0.85
54,0.85
55,0.9166666666666666
56,0.8916666666666667
57,0.85
58,0.875
59,0.8666666666666667
60,0.9
61,0.875
62,0.8833333333333333
63,0.8916666666666667
64,0.8416666666666667
65,0.875
66,0.8833333333333333
67,0.8833333333333333
68,0.9
69,0.8833333333333333
70,0.875
71,0.8916666666666667
72,0.875
73,0.8666666666666667
74,0.8916666666666667
75,0.8916666666666667
76,0.8666666666666667
77,0.8916666666666667
78,0.875
79,0.875
80,0.8916666666666667
81,0.875
82,0.8833333333333333
83,0.875
84,0.85
85,0.9
86,0.8833333333333333
87,0.8833333333333333
88,0.8916666666666667
89,0.875
90,0.875
91,0.8833333333333333
92,0.875
93,0.8916666666666667
94,0.9083333333333333
95,0.9
96,0.9
97,0.8916666666666667
98,0.8916666666666667
99,0.8916666666666667
100,0.9
