operation,round,time
train,1,412.53573846817017
train,2,407.94664335250854
train,3,412.3425443172455
train,4,406.17110896110535
train,5,408.39510583877563
train,6,414.73998045921326
train,7,414.84427976608276
train,8,412.87321376800537
train,9,406.9343252182007
train,10,412.86104798316956
train,11,417.36404633522034
train,12,415.25221967697144
train,13,406.4441657066345
train,14,412.69110465049744
train,15,408.6058461666107
train,16,408.9217281341553
train,17,417.5793857574463
train,18,407.4929268360138
train,19,417.36724400520325
train,20,410.8348846435547
train,21,413.8101079463959
train,22,409.079393863678
train,23,414.8916401863098
train,24,407.25938630104065
train,25,413.01789116859436
train,26,409.49814009666443
train,27,411.0180034637451
train,28,406.8912913799286
train,29,405.0571665763855
train,30,410.6827812194824
train,31,410.3565902709961
train,32,410.9576096534729
train,33,409.3580985069275
