round,accuracy
1,0.135
3,0.365
4,0.365
14,0.755
18,0.79
21,0.765
22,0.815
24,0.81
26,0.825
28,0.825
32,0.815
33,0.82
34,0.82
39,0.83
40,0.83
41,0.83
43,0.83
47,0.805
49,0.805
55,0.84
57,0.84
58,0.815
61,0.815
62,0.82
63,0.82
65,0.82
66,0.82
72,0.82
74,0.815
76,0.815
79,0.815
81,0.815
83,0.815
85,0.82
87,0.82
88,0.82
96,0.82
98,0.82
99,0.82
100,0.82
