operation,round,time
train,1,414.20621156692505
train,2,419.0298035144806
train,3,410.9018940925598
train,4,411.10560297966003
train,5,415.53810453414917
train,6,412.97978687286377
train,7,416.5584225654602
train,8,407.6965117454529
train,9,417.11643719673157
train,10,419.3370089530945
train,11,412.82029604911804
train,12,414.8234369754791
train,13,419.6566004753113
train,14,408.77121901512146
train,15,410.36396646499634
train,16,412.0261170864105
train,17,419.25039768218994
train,18,410.7276237010956
train,19,416.69972920417786
train,20,419.91747188568115
train,21,413.1353077888489
train,22,408.82637119293213
train,23,411.5272743701935
train,24,413.3943679332733
train,25,413.43687915802
train,26,410.87404799461365
train,27,411.05555725097656
train,28,415.0646586418152
train,29,416.98258209228516
train,30,417.53622341156006
train,31,415.5140962600708
train,32,410.7031772136688
train,33,416.95427799224854
train,34,412.94406938552856
train,35,408.7672007083893
train,36,413.85524797439575
train,37,407.796936750412
train,38,407.5732192993164
train,39,417.6576337814331
train,40,413.801705121994
