round,accuracy
1,0.145
4,0.405
7,0.405
8,0.405
9,0.7
10,0.7
11,0.7
12,0.7
16,0.795
18,0.795
20,0.795
21,0.83
23,0.72
24,0.72
30,0.875
31,0.89
40,0.895
41,0.895
44,0.875
46,0.88
49,0.895
54,0.895
56,0.885
57,0.885
60,0.88
61,0.88
62,0.885
68,0.88
70,0.88
71,0.88
74,0.88
75,0.88
76,0.89
86,0.875
87,0.88
89,0.88
91,0.88
96,0.885
99,0.87
100,0.87
