round,accuracy
1,0.165
7,0.59
8,0.59
11,0.69
12,0.69
15,0.575
17,0.805
19,0.81
20,0.81
24,0.835
26,0.845
29,0.785
30,0.785
31,0.785
35,0.87
38,0.875
39,0.86
42,0.88
45,0.875
46,0.875
49,0.88
51,0.88
53,0.885
58,0.87
59,0.87
66,0.875
67,0.875
69,0.88
71,0.885
73,0.875
75,0.875
80,0.87
81,0.87
88,0.875
90,0.875
96,0.875
100,0.87
