operation,round,time
train,1,413.2888309955597
train,2,420.73335886001587
train,3,412.8482873439789
train,4,412.1702444553375
train,5,413.12594747543335
train,6,414.0269470214844
train,7,418.92552947998047
train,8,409.1176700592041
train,9,416.22909688949585
train,10,420.9497592449188
train,11,410.1922130584717
train,12,420.3366446495056
train,13,421.02373337745667
train,14,411.1885108947754
train,15,418.3256390094757
train,16,410.59538984298706
train,17,412.0751450061798
train,18,415.0194311141968
train,19,411.5450632572174
train,20,418.64913177490234
train,21,413.66116428375244
train,22,415.3763542175293
train,23,414.58429622650146
train,24,423.91313099861145
train,25,407.64636993408203
train,26,417.2332582473755
train,27,416.5151708126068
train,28,407.62151312828064
train,29,416.67363262176514
train,30,419.347815990448
train,31,411.2411141395569
train,32,419.13726592063904
train,33,410.9051468372345
train,34,409.2986435890198
train,35,412.73621010780334
train,36,414.70486545562744
train,37,414.9196891784668
train,38,411.06022024154663
train,39,412.4075491428375
train,40,410.9586184024811
train,41,412.738650560379
train,42,413.10646772384644
