round,accuracy
15,0.64
19,0.705
23,0.84
24,0.84
25,0.84
26,0.84
28,0.84
30,0.84
35,0.86
39,0.845
41,0.865
43,0.85
46,0.85
50,0.845
51,0.845
52,0.845
53,0.845
55,0.85
56,0.845
58,0.845
59,0.845
65,0.84
68,0.83
70,0.83
72,0.84
76,0.84
78,0.84
79,0.835
83,0.835
84,0.835
86,0.835
87,0.835
88,0.835
90,0.835
93,0.835
95,0.835
100,0.835
