round,accuracy
4,0.09
7,0.69
11,0.585
18,0.845
19,0.86
20,0.86
21,0.86
25,0.77
33,0.805
35,0.83
36,0.83
37,0.83
42,0.835
47,0.83
53,0.85
60,0.85
61,0.85
63,0.84
64,0.84
67,0.84
69,0.845
70,0.845
71,0.845
73,0.845
76,0.84
81,0.845
82,0.845
84,0.84
86,0.84
88,0.84
93,0.84
95,0.84
96,0.84
100,0.84
