round,accuracy
1,0.065
3,0.36
5,0.36
9,0.47
11,0.715
12,0.725
14,0.61
15,0.61
16,0.79
17,0.79
18,0.79
23,0.845
24,0.845
26,0.86
29,0.825
31,0.825
32,0.825
33,0.825
36,0.785
38,0.87
39,0.87
40,0.87
41,0.875
45,0.875
46,0.875
48,0.865
51,0.875
52,0.875
55,0.865
58,0.865
62,0.865
64,0.865
67,0.865
68,0.865
77,0.87
80,0.87
84,0.87
86,0.86
91,0.865
92,0.865
94,0.86
95,0.86
96,0.86
100,0.865
