round,accuracy
1,0.12
2,0.12
3,0.17
4,0.2
5,0.18
6,0.2
7,0.22
8,0.28
9,0.12
10,0.24
11,0.25
12,0.29
13,0.24
14,0.11
15,0.28
16,0.29
17,0.2
18,0.37
19,0.33
20,0.27
21,0.18
22,0.1
23,0.24
24,0.15
25,0.34
26,0.29
27,0.24
28,0.33
29,0.27
30,0.25
31,0.24
32,0.26
33,0.16
34,0.29
35,0.36
36,0.22
37,0.34
38,0.06
39,0.16
40,0.13
41,0.15
42,0.18
43,0.12
44,0.1
45,0.17
46,0.15
47,0.19
48,0.32
49,0.33
50,0.12
51,0.14
52,0.23
53,0.25
54,0.3
55,0.19
56,0.1
57,0.17
58,0.2
59,0.25
60,0.2
61,0.22
62,0.19
63,0.1
64,0.1
65,0.11
66,0.29
67,0.09
68,0.09
69,0.15
70,0.1
71,0.2
72,0.27
73,0.29
74,0.11
75,0.27
76,0.34
77,0.16
78,0.23
79,0.37
80,0.17
81,0.24
82,0.26
83,0.31
84,0.28
85,0.15
86,0.2
87,0.21
88,0.12
89,0.21
90,0.19
91,0.24
92,0.18
93,0.19
94,0.16
95,0.2
96,0.2
97,0.09
98,0.18
99,0.19
100,0.2
