round,accuracy
1,0.11
2,0.12
3,0.16
4,0.27
5,0.2
6,0.14
7,0.16
8,0.23
9,0.12
10,0.32
11,0.19
12,0.22
13,0.28
14,0.15
15,0.17
16,0.21
17,0.22
18,0.23
19,0.21
20,0.26
21,0.1
22,0.11
23,0.16
24,0.14
25,0.31
26,0.25
27,0.18
28,0.28
29,0.3
30,0.15
31,0.26
32,0.21
33,0.17
34,0.32
35,0.35
36,0.2
37,0.31
38,0.12
39,0.24
40,0.09
41,0.16
42,0.18
43,0.1
44,0.11
45,0.12
46,0.14
47,0.17
48,0.17
49,0.21
50,0.12
51,0.15
52,0.21
53,0.25
54,0.2
55,0.15
56,0.11
57,0.13
58,0.17
59,0.19
60,0.2
61,0.22
62,0.19
63,0.09
64,0.15
65,0.12
66,0.34
67,0.08
68,0.08
69,0.13
70,0.08
71,0.09
72,0.21
73,0.23
74,0.16
75,0.2
76,0.26
77,0.14
78,0.27
79,0.28
80,0.18
81,0.19
82,0.28
83,0.25
84,0.23
85,0.19
86,0.17
87,0.16
88,0.1
89,0.19
90,0.17
91,0.23
92,0.16
93,0.18
94,0.15
95,0.18
96,0.17
97,0.08
98,0.17
99,0.18
100,0.18
