round,accuracy
1,0.12
2,0.12
3,0.18
4,0.3
5,0.24
6,0.26
7,0.14
8,0.31
9,0.15
10,0.28
11,0.22
12,0.41
13,0.33
14,0.18
15,0.28
16,0.34
17,0.3
18,0.4
19,0.2
20,0.21
21,0.14
22,0.08
23,0.25
24,0.21
25,0.33
26,0.31
27,0.22
28,0.33
29,0.32
30,0.24
31,0.29
32,0.28
33,0.2
34,0.23
35,0.41
36,0.26
37,0.34
38,0.08
39,0.22
40,0.09
41,0.14
42,0.24
43,0.2
44,0.07
45,0.15
46,0.24
47,0.15
48,0.16
49,0.28
50,0.14
51,0.19
52,0.27
53,0.2
54,0.27
55,0.22
56,0.08
57,0.13
58,0.26
59,0.27
60,0.27
61,0.24
62,0.24
63,0.08
64,0.16
65,0.15
66,0.34
67,0.12
68,0.12
69,0.11
70,0.06
71,0.12
72,0.26
73,0.19
74,0.19
75,0.18
76,0.36
77,0.18
78,0.26
79,0.38
80,0.21
81,0.28
82,0.29
83,0.38
84,0.26
85,0.22
86,0.26
87,0.26
88,0.14
89,0.23
90,0.29
91,0.3
92,0.25
93,0.26
94,0.26
95,0.26
96,0.27
97,0.12
98,0.26
99,0.26
100,0.27
