round,accuracy
1,0.17
2,0.1
3,0.18
4,0.14
5,0.12
6,0.16
7,0.19
8,0.21
9,0.13
10,0.31
11,0.27
12,0.33
13,0.25
14,0.19
15,0.21
16,0.38
17,0.32
18,0.44
19,0.33
20,0.23
21,0.23
22,0.13
23,0.2
24,0.13
25,0.32
26,0.24
27,0.18
28,0.34
29,0.24
30,0.14
31,0.18
32,0.26
33,0.3
34,0.29
35,0.23
36,0.24
37,0.43
38,0.1
39,0.22
40,0.11
41,0.13
42,0.1
43,0.27
44,0.13
45,0.17
46,0.24
47,0.2
48,0.22
49,0.27
50,0.18
51,0.21
52,0.28
53,0.23
54,0.32
55,0.17
56,0.14
57,0.14
58,0.23
59,0.19
60,0.28
61,0.25
62,0.19
63,0.14
64,0.16
65,0.07
66,0.33
67,0.16
68,0.16
69,0.19
70,0.05
71,0.18
72,0.3
73,0.28
74,0.2
75,0.31
76,0.41
77,0.14
78,0.22
79,0.27
80,0.21
81,0.23
82,0.32
83,0.28
84,0.31
85,0.18
86,0.21
87,0.2
88,0.18
89,0.2
90,0.22
91,0.22
92,0.2
93,0.21
94,0.18
95,0.22
96,0.22
97,0.16
98,0.21
99,0.22
100,0.22
