round,accuracy
1,0.1
2,0.11
3,0.15
4,0.13
5,0.17
6,0.17
7,0.11
8,0.19
9,0.09
10,0.26
11,0.24
12,0.34
13,0.15
14,0.09
15,0.23
16,0.23
17,0.22
18,0.25
19,0.25
20,0.31
21,0.13
22,0.06
23,0.17
24,0.12
25,0.3
26,0.29
27,0.17
28,0.24
29,0.19
30,0.14
31,0.22
32,0.14
33,0.18
34,0.27
35,0.14
36,0.12
37,0.27
38,0.15
39,0.24
40,0.22
41,0.26
42,0.09
43,0.17
44,0.06
45,0.14
46,0.13
47,0.23
48,0.21
49,0.28
50,0.16
51,0.15
52,0.22
53,0.22
54,0.31
55,0.15
56,0.08
57,0.13
58,0.14
59,0.14
60,0.13
61,0.19
62,0.18
63,0.08
64,0.22
65,0.08
66,0.25
67,0.13
68,0.13
69,0.07
70,0.18
71,0.12
72,0.26
73,0.29
74,0.24
75,0.15
76,0.23
77,0.25
78,0.2
79,0.26
80,0.18
81,0.23
82,0.25
83,0.2
84,0.21
85,0.15
86,0.2
87,0.2
88,0.15
89,0.17
90,0.2
91,0.26
92,0.17
93,0.19
94,0.12
95,0.2
96,0.19
97,0.13
98,0.18
99,0.19
100,0.18
