round,accuracy
1,0.12
2,0.1
3,0.13
4,0.17
5,0.19
6,0.17
7,0.26
8,0.21
9,0.14
10,0.34
11,0.26
12,0.36
13,0.21
14,0.2
15,0.17
16,0.36
17,0.2
18,0.26
19,0.3
20,0.29
21,0.18
22,0.1
23,0.2
24,0.13
25,0.37
26,0.24
27,0.25
28,0.27
29,0.15
30,0.17
31,0.21
32,0.22
33,0.26
34,0.39
35,0.23
36,0.13
37,0.41
38,0.08
39,0.22
40,0.11
41,0.21
42,0.13
43,0.15
44,0.1
45,0.19
46,0.19
47,0.2
48,0.25
49,0.31
50,0.17
51,0.16
52,0.28
53,0.25
54,0.35
55,0.21
56,0.09
57,0.18
58,0.13
59,0.16
60,0.2
61,0.21
62,0.19
63,0.07
64,0.14
65,0.08
66,0.3
67,0.15
68,0.15
69,0.12
70,0.09
71,0.24
72,0.33
73,0.45
74,0.2
75,0.18
76,0.36
77,0.25
78,0.27
79,0.28
80,0.19
81,0.25
82,0.31
83,0.24
84,0.25
85,0.16
86,0.21
87,0.22
88,0.17
89,0.21
90,0.25
91,0.25
92,0.21
93,0.21
94,0.17
95,0.22
96,0.22
97,0.16
98,0.2
99,0.21
100,0.21
