round,accuracy
1,0.18
2,0.1
3,0.26
4,0.17
5,0.2
6,0.18
7,0.1
8,0.17
9,0.16
10,0.35
11,0.25
12,0.36
13,0.25
14,0.23
15,0.22
16,0.31
17,0.23
18,0.37
19,0.29
20,0.23
21,0.2
22,0.11
23,0.19
24,0.17
25,0.29
26,0.22
27,0.21
28,0.35
29,0.19
30,0.2
31,0.28
32,0.2
33,0.26
34,0.26
35,0.3
36,0.18
37,0.34
38,0.14
39,0.23
40,0.08
41,0.16
42,0.17
43,0.23
44,0.11
45,0.16
46,0.2
47,0.21
48,0.2
49,0.26
50,0.16
51,0.17
52,0.27
53,0.2
54,0.24
55,0.17
56,0.11
57,0.1
58,0.25
59,0.21
60,0.22
61,0.25
62,0.23
63,0.14
64,0.22
65,0.11
66,0.29
67,0.14
68,0.14
69,0.12
70,0.04
71,0.11
72,0.29
73,0.28
74,0.21
75,0.2
76,0.37
77,0.16
78,0.25
79,0.27
80,0.21
81,0.27
82,0.3
83,0.24
84,0.33
85,0.18
86,0.23
87,0.21
88,0.17
89,0.21
90,0.24
91,0.26
92,0.24
93,0.24
94,0.19
95,0.24
96,0.24
97,0.14
98,0.23
99,0.25
100,0.24
