round,accuracy
1,0.12
2,0.12
3,0.15
4,0.16
5,0.15
6,0.19
7,0.21
8,0.21
9,0.15
10,0.34
11,0.27
12,0.26
13,0.26
14,0.17
15,0.16
16,0.37
17,0.24
18,0.33
19,0.32
20,0.33
21,0.15
22,0.09
23,0.14
24,0.11
25,0.31
26,0.27
27,0.16
28,0.28
29,0.14
30,0.15
31,0.19
32,0.23
33,0.14
34,0.21
35,0.27
36,0.2
37,0.36
38,0.12
39,0.21
40,0.1
41,0.1
42,0.09
43,0.21
44,0.09
45,0.14
46,0.14
47,0.12
48,0.19
49,0.22
50,0.11
51,0.17
52,0.25
53,0.24
54,0.28
55,0.13
56,0.09
57,0.11
58,0.19
59,0.18
60,0.22
61,0.22
62,0.16
63,0.12
64,0.19
65,0.07
66,0.29
67,0.11
68,0.11
69,0.11
70,0.07
71,0.15
72,0.29
73,0.28
74,0.19
75,0.19
76,0.29
77,0.15
78,0.2
79,0.27
80,0.15
81,0.17
82,0.27
83,0.2
84,0.22
85,0.17
86,0.15
87,0.16
88,0.12
89,0.15
90,0.17
91,0.18
92,0.18
93,0.17
94,0.15
95,0.16
96,0.18
97,0.11
98,0.18
99,0.17
100,0.16
