round,accuracy
1,0.14
2,0.08
3,0.15
4,0.28
5,0.17
6,0.19
7,0.17
8,0.26
9,0.13
10,0.25
11,0.24
12,0.32
13,0.24
14,0.23
15,0.25
16,0.32
17,0.24
18,0.3
19,0.28
20,0.25
21,0.13
22,0.12
23,0.26
24,0.14
25,0.36
26,0.35
27,0.21
28,0.25
29,0.27
30,0.24
31,0.23
32,0.25
33,0.22
34,0.32
35,0.25
36,0.2
37,0.39
38,0.13
39,0.21
40,0.18
41,0.27
42,0.19
43,0.13
44,0.13
45,0.15
46,0.18
47,0.21
48,0.23
49,0.28
50,0.1
51,0.14
52,0.2
53,0.26
54,0.24
55,0.24
56,0.13
57,0.13
58,0.22
59,0.19
60,0.24
61,0.16
62,0.18
63,0.08
64,0.15
65,0.12
66,0.33
67,0.08
68,0.08
69,0.13
70,0.13
71,0.17
72,0.35
73,0.29
74,0.18
75,0.26
76,0.31
77,0.23
78,0.22
79,0.35
80,0.15
81,0.2
82,0.26
83,0.34
84,0.25
85,0.21
86,0.19
87,0.19
88,0.11
89,0.17
90,0.18
91,0.27
92,0.19
93,0.19
94,0.16
95,0.18
96,0.18
97,0.08
98,0.17
99,0.18
100,0.18
